nodeName	altName	nodeAttr[nodesPresent, ]
ENSG00000159761.15	NA	lightgreen
ENSG00000159921.20	NA	lightgreen
ENSG00000160055.20	NA	lightgreen
ENSG00000160087.21	NA	lightgreen
ENSG00000160113.6	NA	lightgreen
ENSG00000160214.13	NA	lightgreen
ENSG00000160404.18	NA	lightgreen
ENSG00000160753.17	NA	lightgreen
ENSG00000160783.19	NA	lightgreen
ENSG00000160799.12	NA	lightgreen
ENSG00000160813.7	NA	lightgreen
ENSG00000160888.7	NA	lightgreen
ENSG00000160917.15	NA	lightgreen
ENSG00000160993.4	NA	lightgreen
ENSG00000161179.14	NA	lightgreen
ENSG00000161533.12	NA	lightgreen
ENSG00000161558.11	NA	lightgreen
ENSG00000161904.13	NA	lightgreen
ENSG00000162148.11	NA	lightgreen
ENSG00000162377.6	NA	lightgreen
ENSG00000162378.13	NA	lightgreen
ENSG00000162384.14	NA	lightgreen
ENSG00000162434.14	NA	lightgreen
ENSG00000162881.7	NA	lightgreen
ENSG00000162924.16	NA	lightgreen
ENSG00000163050.18	NA	lightgreen
ENSG00000163110.15	NA	lightgreen
ENSG00000163125.16	NA	lightgreen
ENSG00000163156.12	NA	lightgreen
ENSG00000163249.13	NA	lightgreen
ENSG00000163293.12	NA	lightgreen
ENSG00000163328.14	NA	lightgreen
ENSG00000163348.4	NA	lightgreen
ENSG00000163349.22	NA	lightgreen
ENSG00000163472.19	NA	lightgreen
ENSG00000163581.14	NA	lightgreen
